,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross income,Rating,month,day,day_period
929,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,2019-03-02,Ewallet,50.62,2.531,7.2,March,Saturday,Evening
930,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,2019-03-24,Ewallet,599.52,29.976,7.1,March,Sunday,Afternoon
931,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2019-02-02,Credit card,166.7,8.335,9.5,February,Saturday,Afternoon
932,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,Ewallet,744.4,37.22,5.1,February,Wednesday,morning
933,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,2019-01-20,Ewallet,448.56,22.428,7.6,January,Sunday,Afternoon
934,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,2019-01-03,Ewallet,378.9,18.945,9.8,January,Thursday,Evening
935,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,2019-01-24,Ewallet,257.16,12.858,5.1,January,Thursday,Evening
936,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05,Ewallet,552.23,27.6115,7.5,January,Saturday,Evening
937,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30,Cash,447.4,22.37,7.4,March,Saturday,morning
938,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2019-02-17,Cash,276.27,13.8135,4.2,February,Sunday,Evening
939,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.927,2019-03-21,Ewallet,343.74,17.187,5.9,March,Thursday,Evening
940,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,2019-03-02,Ewallet,266.08,13.304,6.9,March,Saturday,Evening
941,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,2019-03-27,Cash,898.38,44.919,6.6,March,Wednesday,morning
942,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,Ewallet,456.8,22.84,5.7,January,Saturday,Evening
943,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2019-02-19,Credit card,253.95,12.6975,5.3,February,Tuesday,Afternoon
944,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.088,2019-03-28,Cash,70.56,3.528,4.2,March,Thursday,Evening
945,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,2019-01-05,Credit card,657.16,32.858,7.3,January,Saturday,morning
946,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,2019-03-26,Credit card,168.5,8.425,5.3,March,Tuesday,Afternoon
947,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03,Ewallet,53.78,2.689,4.7,February,Sunday,Evening
948,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,Ewallet,179.05,8.9525,7.9,February,Wednesday,Evening
949,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2019-02-24,Ewallet,211.44,10.572,8.9,February,Sunday,Afternoon
950,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2019-02-21,Ewallet,119.73,5.9865,9.3,February,Thursday,Afternoon
951,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09,Ewallet,65.7,3.285,4.7,January,Wednesday,Evening
952,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,Ewallet,251.4,12.57,8.7,February,Monday,Afternoon
953,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,2019-01-13,Cash,84.16,4.208,7.6,January,Sunday,Afternoon
954,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,Cash,395.46,19.773,5.7,February,Saturday,morning
955,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,2019-01-06,Cash,297.99,14.8995,6.8,January,Sunday,morning
956,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,2019-01-10,Cash,454.41,22.7205,5.4,January,Thursday,Evening
957,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,Cash,276.12,13.806,7.1,February,Thursday,Afternoon
958,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09,Cash,158.0,7.9,7.8,January,Wednesday,Afternoon
959,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2019-02-19,Cash,887.94,44.397,8.4,February,Tuesday,Afternoon
960,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.579,2019-03-18,Cash,91.98,4.599,9.8,March,Monday,Afternoon
961,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2019-02-05,Cash,41.78,2.089,9.8,February,Tuesday,Evening
962,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,2019-03-19,Credit card,15.5,0.775,7.4,March,Tuesday,Afternoon
963,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.983,2019-03-30,Cash,290.46,14.523,6.7,March,Saturday,Evening
964,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2019-01-26,Credit card,66.66,3.333,6.4,January,Saturday,Afternoon
965,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,2019-03-02,Credit card,76.54,3.827,5.8,March,Saturday,Evening
966,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,2019-03-04,Ewallet,299.7,14.985,7.2,March,Monday,Afternoon
967,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,2019-01-13,Credit card,243.03,12.1515,9.3,January,Sunday,Afternoon
968,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,2019-03-25,Cash,47.4,2.37,9.5,March,Monday,Evening
969,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11,Credit card,172.45,8.6225,9.0,March,Monday,Evening
970,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,2019-01-01,Credit card,846.3,42.315,9.0,January,Tuesday,morning
971,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,Ewallet,258.37,12.9185,6.7,February,Sunday,Afternoon
972,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26,Cash,609.56,30.478,5.5,January,Saturday,Afternoon
973,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,Cash,240.24,12.012,5.4,February,Monday,Afternoon
974,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07,Cash,172.26,8.613,8.2,February,Thursday,Evening
975,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,2019-03-06,Credit card,99.84,4.992,7.0,March,Wednesday,morning
976,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,2019-03-04,Cash,298.64,14.932,8.5,March,Monday,morning
977,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26,Ewallet,159.6,7.98,4.9,February,Tuesday,Afternoon
978,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10,Credit card,25.45,1.2725,5.1,March,Sunday,Evening
979,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04,Credit card,67.77,3.3885,6.5,February,Monday,Evening
980,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,2019-01-19,Cash,238.36,11.918,9.8,January,Saturday,Afternoon
981,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,Cash,232.6,11.63,8.4,January,Wednesday,Evening
982,A,Yangon,Member,Female,Sports and travel,97.48,9,43.866,921.186,2019-03-14,Ewallet,877.32,43.866,7.4,March,Thursday,Afternoon
983,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,2019-01-23,Cash,699.72,34.986,6.1,January,Wednesday,morning
984,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,2019-01-09,Cash,674.59,33.7295,6.0,January,Wednesday,morning
985,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,Ewallet,318.55,15.9275,8.5,February,Thursday,Evening
986,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2019-02-18,Ewallet,29.52,1.476,4.3,February,Monday,Afternoon
987,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,Credit card,496.0,24.8,6.2,January,Thursday,Evening
988,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29,Ewallet,823.4,41.17,4.3,March,Friday,Evening
989,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,2019-01-28,Credit card,602.96,30.148,8.4,January,Monday,Afternoon
990,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,Credit card,282.8,14.14,4.5,March,Friday,Evening
991,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2019-01-24,Ewallet,766.0,38.3,6.0,January,Thursday,Evening
992,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,2019-03-10,Ewallet,116.06,5.803,8.8,March,Sunday,Evening
993,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2019-02-22,Ewallet,174.9,8.745,6.6,February,Friday,Evening
994,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2019-02-18,Ewallet,60.95,3.0475,5.9,February,Monday,morning
995,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,2019-01-29,Ewallet,40.35,2.0175,6.2,January,Tuesday,Afternoon
996,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,Ewallet,973.8,48.69,4.4,March,Saturday,Evening
997,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,2019-02-09,Cash,31.84,1.592,7.7,February,Saturday,Afternoon
998,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,2019-02-22,Cash,65.82,3.291,4.1,February,Friday,Afternoon
999,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2019-02-18,Cash,618.38,30.919,6.6,February,Monday,Afternoon
